NrESKM,Imie,Nazwisko,Plec,Gatunek,NazwiskoPanienskieMatki,ImieMatki,ImieOjca,Data_urodzenia,MiejsceUrodzenia,MiejsceZamieszkania,MiejsceZameldowania,Wyksztalcenie
526984,ROMAN,PACION,M,goblin,SOBIEŚNIEWSKI,OLIMPIA,ROCH,3547.10.22,Hołodyska,Zwierzyniec,Kamienna,podstawowe
605249,IWO,KIELPINSKI,M,ogr,CIOŁEK-MYŚLAK,GRETA,OLIVIER,3500.7.27,Cynków,Dół,Dół,podstawowe
846804,OLIVER,PIECHNAT,M,ogr,NASZORA,GRETA,OLIVER,3509.5.21,Kobylica,Kobylica,Kobylica,podstawowe
504765,OTYLIA,MCWILLIAM,K,ogr,LASSMANN,KINGA,IVO,3542.11.8,Stefanów,Ratyń,Ratyń,średnie
378936,LARYSA,SKURŁAT,K,ogr,PASIROWSKA,NINA,WILHELM,3513.7.8,Wysocki,Wysocki,Wysocki,brak
519989,DONATAN,ZATHEY,M,ogr,MACHAŁA,ZUZANNA,MAKSYMILIAN,3500.12.19,Liszkowo,Cisowe,Cisowe,wyższe
986485,BRAJAN,ŚCIGAJŁO,M,ogr,BUBLIS,ADELA,MICHAEL,3537.6.17,Łopata,Morgi,Morgi,wyższe
604823,STEFANIA,PŁUSZCZEWSKA,K,ogr,TYDERKA,ZOJA,WITOLD,3517.3.30,Górny Koniec,Górny Koniec,Górny Koniec,podstawowe
134458,DAGMARA,CZERNIN,K,chochlik,POWOŁAŃSKA,HALINA,PAWEŁ,3535.2.24,Kamionka,Dworki,Dworki,średnie
497917,KONRAD,GŁĄBACZ,M,hobbit,PIETRUKOWSKA,WIOLETTA,DIEGO,3520.1.18,Racula,Racula,Racula,średnie
802666,STANISŁAW,OBERMEYER,M,wiedźma,RETZ,ANIKA,WILHELM,3543.7.21,Podlesice Drugie,Przemkowo,Smardyń,średnie
576047,IZABELA,PONIŃSKA,K,ogr,SMUGŁA,ANTONINA,KONRAD,3527.10.1,Głębowice,Głębowice,Głębowice,średnie
169908,HONORATA,NAFKHA,K,ogr,KOPEĆ-HARASZKIEWICZ,VIKTORIA,MIECZYSŁAW,3533.4.19,Od Porąbek,Borzysław,Działki,brak
903646,GLORIA,KARANKEVICH,K,ogr,ELJASZAK,MICHELLE,AMADEUSZ,3518.9.14,Kulawki,Woroniec,Jarząbki,brak
687987,WIKTOR,STRONCZAK,M,ogr,JURKOW,MILA,BŁAŻEJ,3525.9.20,Kobylanka,Kobylanka,Kobylanka,nadludzkie
351696,ROXANA,KAZMIRUK,K,hobbit,SIDOU,MATYLDA,PIOTR,3514.1.18,Kruszka,Kruszka,Kruszka,średnie
776960,IGNACY,BALDACHOWSKI,M,hobbit,NAJARYAN,MAYA,KACPER,3514.3.20,Wrząca Wielka,Wrząca Wielka,Wrząca Wielka,średnie
583675,MIROSŁAW,TOMASELLI,M,chochlik,KUCZATY,VICTORIA,RAFAŁ,3523.3.5,Kraśnik,Kraśnik,Kraśnik,brak
696873,SZYMON,PRZEŹDZIĘK,M,hobbit,RACHMIEL,EMMA,ARKADIUSZ,3536.1.25,Tworzymirki,Staświny-Osada,Staświny-Osada,wyższe
301743,BRUNO,BAŁEK,M,ogr,ULSZYN,KLARA,KONSTANTY,3536.11.16,Łychów Gościeradowski,Dobiecin,Dobiecin,brak
567636,AMADEUSZ,HONORSKI,M,ogr,YANKOVA,ALICJA,BOGUSŁAW,3530.1.15,Jeldzino,Jeldzino,Jeldzino,średnie
837691,KASJAN,WULKAN,M,ogr,JEŚKA,JANA,VINCENT,3527.10.11,Nowa Smolna,Nowa Smolna,Nowa Smolna,nadludzkie
603457,STELLA,KATARZYNIAK,K,ogr,LAFFITE,TAMARA,MICHAEL,3503.6.16,Łozice-Cegielnia,Harta,Harta,średnie
576772,HENRYK,TREMBUŁOWICZ,M,ogr,GONERA,BLANKA,DAVID,3522.1.21,Błonie,Konstantynówka,Bierzwnica,nadludzkie
671850,JONASZ,PAILLART,M,ogr,PRIEWE,ESTERA,DOMINIK,3506.7.24,Świdry-Dobrzyce,Świdry-Dobrzyce,Świdry-Dobrzyce,wyższe
614676,ALEXANDRA,WAŁDOŃ,K,ogr,POWALA,MICHALINA,FELIKS,3506.1.11,Górki-Sypniewo,Górki-Sypniewo,Górki-Sypniewo,średnie
573450,ILONA,KŁOSIN,K,ogr,FAYE,JULIANNA,MICHAŁ,3532.8.29,Towarzystwo,Halickie,Falmirowice,wyższe
853305,WŁADYSŁAW,JEENAWUT,M,ogr,BARTODZIEJSKA,NICOL,ALEX,3534.9.6,Mańkowo,Karoliny,Karoliny,wyższe
782545,VIVIANA,SPOCIŃSKA,K,ogr,AVIGDOR,ROZALIA,ALEKSY,3517.5.8,Lubsinek,Lipka-Podborze,Pod Górami,brak
422580,FELICJA,GIEROSZ,K,człowiek,BULANOWSKI,MARCJANNA,HUBERT,3532.11.14,Chomranice,Podmokrusie,Stękiny,nadludzkie
426340,ADRIANA,DYSTLER,K,ogr,STABRYŁA,ANETA,CEZARY,3540.6.10,Czaplin Wielki,Maków,Maków,średnie
247908,MICHAŁ,MIERWIŃSKI,M,gnom,WASZCZENKO-ZACHARCZENKO,MARTA,FRANCISZEK,3513.9.14,Wapienne,Wapienne,Wapienne,wyższe
653290,DAMIAN,CITKOWICZ-JURKIEWICZ,M,ogr,WIZANTYJSKA,OLIMPIA,EDWARD,3539.1.23,Wielkie Błonie,Wielkie Błonie,Wielkie Błonie,średnie
572969,ARON,BUNECHKO,M,ogr,CHOIŃSKA,ELENA,MIRON,3506.3.7,Starzawa,Starzawa,Starzawa,podstawowe
547841,IGA,UCKA,K,ogr,PICAZO-FILIPEK,SOFIA,BENJAMIN,3512.1.18,Resztówka,Resztówka,Resztówka,nadludzkie
496625,MIKOŁAJ,OBIESŁO,M,ogr,WAJA,IZABELLA,MARCELI,3545.4.17,Dłużniewice,Kotla,Kotla,wyższe
497680,TOMASZ,GIACCHETTI,M,gnom,SOŁTYKOW,KONSTANCJA,JĘDRZEJ,3532.10.22,Ulica,Ulica,Ulica,podstawowe
766082,OLIWIER,TSYGANIUK,M,ogr,AGYENIM-BOATENG,MARTYNA,KASPIAN,3503.7.28,Ciosaniec,Ciosaniec,Ciosaniec,brak
117362,HANA,CHYL,K,ogr,KORZUCH,ZOFIA,KEWIN,3539.3.29,Kręczki,Kręczki,Kręczki,średnie
493194,OLAF,CHAMCZYŃSKI,M,człowiek,YEVLADENKO,ANTONINA,JAREMA,3521.4.10,Śmiechowo,Śmiechowo,Śmiechowo,brak
275471,FLORIAN,MŁYNARCZYKOWSKI,M,ogr,HABIK,BOGNA,JONATAN,3547.6.14,Kowalszczyzna,Kowalszczyzna,Kowalszczyzna,średnie
972639,IRENEUSZ,LABUSZEWSKI,M,ogr,BOROVENSKA,KORNELIA,MAXYMILIAN,3539.7.16,Budzyń-Kolonia,Budzyń-Kolonia,Budzyń-Kolonia,nadludzkie
547618,DORIAN,RARATA,M,ogr,KRYSZAJTYS,LILIANA,JAN,3522.3.2,Łeszczyn,Łeszczyn,Łeszczyn,wyższe
474467,WIOLETTA,SOULIER,K,ogr,BABULEŃKO,MARCELINA,LEONARD,3512.2.3,Wojnówko,Kostry-Litwa,Samin,nadludzkie
248789,MALINA,JASNOCH,K,ogr,KUŞ,LIVIA,ZACHARY,3524.7.22,Pastwisko,Pastwisko,Pastwisko,średnie
915995,ROZALIA,DUNGAROW,K,krasnal,FRAINT,EMILIA,JULIAN,3536.1.25,Borowiny,Borowiny,Borowiny,podstawowe
324364,ZUZANNA,MITRUK,K,ogr,KYFOR,DOBRAWA,RAFAŁ,3507.10.4,Swaryszów,Swaryszów,Swaryszów,wyższe
299263,LUCJAN,GREBENNIK,M,ogr,UNIAT,SOPHIE,MIESZKO,3550.12.20,Orzeszówka,Orzeszówka,Orzeszówka,wyższe
656060,BRAYAN,REMBACKI,M,ogr,HRYMAK,NIKOLA,BRUNO,3520.11.6,Popielewo,Popielewo,Popielewo,średnie
368924,SYLWIA,GUDASZ,K,ogr,SZYMACHOWSKA,ŻANETA,IGOR,3535.9.3,Białęgi,Zieleniec,Zieleniec,wyższe
462535,DAMIAN,MAHLOW,M,ogr,OLSZOWIEC,JAGNA,HUGO,3507.7.17,Zapanki,Zapanki,Zapanki,podstawowe
284270,MIESZKO,MALI,M,ogr,SIENDER,HALINA,MAKSYMILIAN,3528.5.20,Podleszany,Budoradz,Budoradz,średnie
873885,ARTUR,UTRATA-SCHOLL,M,ogr,SELIWIORSTOW,AMANDA,BARTŁOMIEJ,3520.7.15,Ługi,Ługi,Ługi,podstawowe
501966,JULIUSZ,SMOLYAKOV,M,ogr,PRZYSZLAK,SONIA,FELIKS,3545.2.24,Opalenica,Trzeciny,Trzeciny,podstawowe
493021,LUIZA,KOLASA-STRĄCZKOWSKA,K,ogr,ARENDARUK,JANINA,WIKTOR,3504.11.29,Strzegocin,Słowiki,Słowiki,podstawowe
351838,RYSZARD,PARYAS,M,wiedźma,TROJBICZ,GABRIELA,MIROSŁAW,3521.2.24,Majorat,Winne-Podbukowina,W Dole,podstawowe
923582,KEWIN,SIEROSZYŃSKI,M,ogr,JASIONOWICZ,DALIA,EMANUEL,3505.10.14,Szumki,Szumki,Szumki,średnie
792447,ANETA,JANKOWSKA-FILIPEK,K,ogr,URSIŃSKA,ADELAJDA,JAN,3545.3.26,Kobiałki,Zamłynie,Kłodzin,podstawowe
693591,JAŚMINA,BAZARKIN,K,hobbit,SOSIŃSKA-BIAŁY,SELENA,KACPER,3533.4.3,Rogulskie,Rogulskie,Rogulskie,nadludzkie
947298,BEATA,TORCHALSKA,K,ogr,SOPUR,ŻANETA,TEOFIL,3529.11.21,Zabór Mały,Zabór Mały,Zabór Mały,podstawowe
347300,ZIEMOWIT,RIHER,M,ogr,SEVAK,ESTERA,WILHELM,3512.9.11,Osienniki,Rakowo,Brzeźnik,nadludzkie
720808,VIVIANA,HULICZKA,K,ogr,SKRZĘDZIEJEWSKA,ŁUCJA,HUBERT,3538.3.10,Kąty,Kąty,Kąty,średnie
485552,MICHAEL,PARZYNOWSKI,M,ogr,VITRUK,STELLA,FRYDERYK,3531.2.24,Długołęka,Długołęka,Długołęka,nadludzkie
465885,LUCJAN,KRIEGELSTEIN,M,ogr,KOCIUMAKA,CARMEN,BRAJAN,3546.4.29,Bednarzówka,Bednarzówka,Bednarzówka,brak
879981,AGATA,CISSEWSKI,K,ogr,MADEJ-NOWAK,OTYLIA,MAREK,3541.5.12,Przybynów,Przybynów,Przybynów,nadludzkie
264588,IGA,CHIKA,K,ogr,KIBUK,DANIELA,JEREMI,3547.9.5,Brudnice,Iląg,Góra,wyższe
443718,DONATAN,WYCZANOWSKI,M,ogr,BADMINOW,AMANDA,SAMUEL,3540.2.13,Roszki-Bieńki,Roszki-Bieńki,Roszki-Bieńki,podstawowe
226644,HELENA,POSDZIECH,K,ogr,PERRONE,JUSTYNA,PASCAL,3546.12.13,Pernalówka Druga,Pernalówka Druga,Pernalówka Druga,średnie
937128,WANESA,MALINOWSKI,K,ogr,OSUWNIAK,OLIMPIA,OLIVIER,3534.5.2,Pod Górą,Hulanka,Hulanka,brak
191704,NINA,SZUL-JAKIEŁA,K,ogr,LEWANDOWSKA-STACHOWIAK,JESSICA,JANUSZ,3537.8.5,Gródek-Kolonia,Kwiatkowizna,Zosin,średnie
493476,RÓŻA,BEKSULTANOVA,K,ogr,MANUJŁOW,WERONIKA,KEWIN,3538.6.17,Bronów,Bronów,Bronów,brak
394226,SELENA,KATSCHEROWSKA,K,ogr,KREIHS,KARINA,MILAN,3542.8.14,Wróblówka,Wróblówka,Wróblówka,wyższe
865657,MALWINA,PIORÓN,K,ogr,OLGUN,ARIANNA,ALEKSY,3500.1.6,Aleksandrów,Turkówka,Plebanka,brak
549827,KLEMENS,HAIDUKEVYCH,M,ogr,KOIZUMI,CARMEN,JULIUSZ,3540.12.18,Adelin,Adelin,Adelin,brak
708064,KARIM,PALMERII,M,ogr,RUSA,KALINA,MACIEJ,3539.7.22,Drążonek,Drążonek,Drążonek,nadludzkie
607823,ALBERT,KLEMENCZAK,M,ogr,SENAKIEWICZ,MAJA,MARIUSZ,3536.8.22,Szlagi,Szlagi,Szlagi,nadludzkie
771909,MICHAEL,LAVRINENKO,M,ogr,DREAS-ORTIZ,KONSTANCJA,FLORIAN,3538.7.25,Wisowa,Wisowa,Wisowa,nadludzkie
127479,BERNARD,ZGLINNICKI,M,ogr,EXNER,KALINA,MIROSŁAW,3515.12.4,Nietuszyna,Nietuszyna,Nietuszyna,brak
591924,DANIEL,KIBIK,M,ogr,PLATJE,ANDŻELIKA,EMIL,3541.10.21,Sielce,Sielce,Sielce,brak
355867,IZABELA,BYKOWSZCZENKO,K,ogr,SZAPER,JOLANTA,WILHELM,3549.11.28,Smycze,Smycze,Smycze,podstawowe
308167,NATHANIEL,CZARTOŁOMNY,M,ogr,DIRSZLAG,MAGDA,LEON,3533.8.9,Mała Wieś,Zamosty,Zamosty,wyższe
192732,ADAM,WAJLAND,M,ogr,OPIEŁA,POLA,FLORIAN,3512.1.29,Do Przybytka,Zbietka,Stawy Grojeckie,podstawowe
192804,BEATA,OLEJNICZUK,K,człowiek,POTRAWKA,NAOMI,NORBERT,3539.2.15,Dorohucza,Dorohucza,Dorohucza,podstawowe
662049,KSAWIER,VYHODOVANETS,M,ogr,ABRAHAMI,BEATA,FILIP,3531.3.22,Kondrajec Szlachecki,Ulica Kocia,Ulica Kocia,brak
137857,INEZ,HLUSHKOVA,K,ogr,KOLCOW,DALIA,DENIS,3524.6.9,Kolonia,Kolonia,Kolonia,brak
510022,JULIA,NIESTIERUK,K,ogr,ANDRABAILA,GABRIELA,SŁAWOMIR,3502.3.27,Dębina,Dębina,Dębina,średnie
932835,ARTUR,HAŁAJCZAK,M,ogr,SCIRKA,NINA,XAVIER,3546.1.5,Podlasie,Podlasie,Podlasie,brak
578597,DAWID,ALDOBAŠIĆ,M,elf,GERIKE,SOPHIE,JULIAN,3538.12.7,Nowy Zagór,Jerzysław,Jerzysław,średnie
939739,ANDRZEJ,KOTARAK,M,ogr,CRISTINO DA SILVA,SYLWIA,MAKSYMILIAN,3529.3.5,Juszczyn,Juszczyn,Juszczyn,wyższe
344341,ANGELIKA,KARMANSKI,K,ogr,DUJARDIN,NATALIA,ALEKSANDER,3510.2.3,Pękowice,Brzeźno,Brzeźno,podstawowe
252563,IWO,SCHABIK,M,ogr,SAMOROWSKA,LIWIA,JAKUB,3547.9.21,Mierkinie,Mierkinie,Mierkinie,brak
330966,KAZIMIERZ,SULIMIR,M,ogr,WÓJCIK-MATUSZEWSKA,NICOL,KLAUDIUSZ,3516.6.13,Szwed,Szwed,Szwed,nadludzkie
600367,ADA,MAZIARZ,K,goblin,FIRIN,WIKTORIA,KEWIN,3528.4.23,Bielkowo,Borki,Błonie,wyższe
349105,ZOJA,NAROŻNIK,K,goblin,BRINCKMANN,CARMEN,GRZEGORZ,3504.10.20,Łubno,Łubno,Łubno,nadludzkie
842822,IGNACY,ORDYŚ,M,ogr,ŻORAWIK,NATASZA,DENIS,3531.9.8,Paszkówka,Zabłocie,Zabłocie,wyższe
133104,HELENA,NETLER,K,ogr,CEGIEŁŁA,KATARZYNA,ROBERT,3539.10.29,Poczekaj,Ugory,Ugory,nadludzkie
854242,MIROSŁAW,KUMIŃSKI,M,ogr,ČONKA,HANA,MILAN,3518.10.21,Góra,Góra,Góra,nadludzkie
878428,OKTAWIAN,DAMMŰLLER,M,goblin,GAPONIAK,RITA,NATHAN,3500.4.16,U Rajdochy,U Rajdochy,U Rajdochy,wyższe
944543,PAWEŁ,GUTOVSKYI,M,ogr,BURCOŃ,PATRYCJA,WINCENTY,3545.5.23,Grójec,Grójec,Grójec,średnie
385752,JULIA,PYSAR,K,ogr,ILYÉS,MILENA,BRUNON,3537.7.13,Nowina,Nowina,Nowina,brak
255441,JÓZEF,BAGDZIUN-MARKACHEV,M,hobbit,NOHAVICA,IGA,FRANCISZEK,3520.8.19,Więckowice,Więckowice,Więckowice,wyższe
696360,WANESSA,POSIADŁOWSKA,K,elf,PUSTOLSKA,BLANKA,FLORIAN,3502.10.5,Janówka,Drążkowo,Wójtostwo,średnie
647714,EMILIAN,SCHEMET,M,goblin,RIECHE,ELŻBIETA,ROMAN,3516.5.8,Przymiarki,Przymiarki,Przymiarki,podstawowe
881285,JULITA,CATALDO,K,goblin,NZENGANI NZOLANI,MARIKA,MATEUSZ,3526.6.29,Rybaki,Rybaki,Rybaki,brak
140831,MARCEL,ŚMIGIELOK,M,ogr,SURAL,VIVIANA,ROCH,3522.8.21,Na Kozicy,Na Kozicy,Na Kozicy,brak
383550,SOPHIE,DZIECHCIARZ-DUDA,K,ogr,MŁODKIEWICZ,MALWINA,KAMIL,3518.6.10,Śnieżki,Śnieżki,Śnieżki,nadludzkie
839064,KRZYSZTOF,TAMAS,M,ogr,PLESKACH,IDALIA,OLIVIER,3509.9.6,Rudnia,Bodzanowice,Bodzanowice,wyższe
837887,LEO,STEPENKO,M,ogr,GORZEN,KARINA,KSAWERY,3510.1.2,Dunajki,Kobierzyn,Cierniki,podstawowe
224969,ROBERT,BORTACKI,M,ogr,SERVOIN,JESSICA,OKTAWIAN,3526.11.30,Bonarów,Bonarów,Bonarów,brak
737891,KRYSTYNA,JERMALONEK,K,ogr,KUCZEROW,NATASZA,LEONARDO,3504.4.19,Podlesie,Podlesie,Podlesie,brak
340561,OLIWIA,GALCAK,K,człowiek,VAN DE CATSIJE,JULIA,KEWIN,3524.5.20,Klapka,Jarzębata,Glinki,wyższe
514223,JANINA,PLESZCZYŃSKA,K,ogr,MIKULSKA-TOMCZYK,LAURA,CEZARY,3519.10.19,Kolonia Posiłowska,Kolonia Posiłowska,Kolonia Posiłowska,średnie
682681,LARYSA,NOWAKOWSKA-ORACZEWSKA,K,ogr,MASEROK,PAULINA,BŁAŻEJ,3533.4.13,Podlesie,Białaszewo,Kossobudy,podstawowe
422147,FABIAN,TULAJA,M,ogr,STILLMARK,NINA,DOMINIK,3526.2.20,Folwark,Folwark,Folwark,średnie
499310,JOLANTA,PHILIPPOT,K,ogr,TORCHÓŁ,SOFIA,CYRYL,3532.7.9,Nozdrzec,Nozdrzec,Nozdrzec,wyższe
964209,BOGDAN,PIEŃCIAK,M,chochlik,GAYTUKAEVA,DIANA,KRYSPIN,3506.6.8,Nagórze,Nagórze,Nagórze,podstawowe
713500,HELENA,BĄCELA,K,ogr,HYSAJ,ŻANETA,MAURYCY,3526.3.13,Brzozowy Hrud,Brzozowy Hrud,Brzozowy Hrud,wyższe
804009,GRACJAN,BASSZARABA,M,ogr,GODONIUK,KORNELIA,NIKODEM,3512.5.15,Stare Wawrzeńczyce,Stare Wawrzeńczyce,Stare Wawrzeńczyce,średnie
538475,KONRAD,SHLAVEN,M,ogr,KUŁAJ-NIEMCZYK,MALWINA,JAKUB,3503.10.17,Kakawa-Kolonia,Nowa Wieś,Nowa Wieś,wyższe
373597,ERYK,FARJASZEWSKI,M,ogr,KUJAS,MAŁGORZATA,NATHANIEL,3522.3.11,Dobrogoszcz,Dobrogoszcz,Dobrogoszcz,średnie
558895,OSCAR,KACHOR,M,ogr,WALANUS,RITA,JEREMIASZ,3539.2.26,Stare Bosewo,Długa Szlachecka,Długa Szlachecka,nadludzkie
470182,VIVIANA,BUGNACKI,K,ogr,OWIECZKO,ESTERA,IVO,3514.5.7,Grabina,Grabina,Grabina,średnie
502747,JULIANNA,DYKCIS,K,ogr,ERDENECHULUUN,SAMANTA,JACEK,3503.7.19,Wólka Grodziska,Wólka Grodziska,Wólka Grodziska,podstawowe
839012,PIOTR,ZAPOROZHCHENKO,M,ogr,WEREMJEWICZ,GLORIA,VINCENT,3534.2.25,Sucha Góra,Sucha Góra,Sucha Góra,podstawowe
300248,ROBERT,CHILEWICZ,M,ogr,JĘCZMIEŃCZUK,ADELAJDA,HENRYK,3541.12.29,Sobienki,Sobienki,Sobienki,podstawowe
645354,LEONARDO,KOKSA,M,ogr,MERTENS,ANITA,DENIS,3515.10.27,Drelów,Drelów,Drelów,podstawowe
445373,LAURA,ZGIERA,K,ogr,OKI,ŁUCJA,OSKAR,3520.10.30,Górny Koniec,Górny Koniec,Górny Koniec,brak
177293,HUGO,JAKMIŃSKI,M,ogr,TROKHYMIUK,SELENA,ALEXANDER,3527.2.28,Jachlówka,Jachlówka,Jachlówka,podstawowe
579161,MALINA,BUCHELD,K,ogr,GERSON,HANA,BRAJAN,3505.6.5,Rola,Rola,Rola,średnie
505185,DAVID,SZAFRANOW,M,ogr,GRATYS,JUSTYNA,IRENEUSZ,3512.8.6,Stara Dębszczyzna,Stara Dębszczyzna,Stara Dębszczyzna,średnie
245110,MIRA,DAŃCZURA,K,wiedźma,MADZIAROWICZ,JANA,LESZEK,3501.8.26,Busin,Busin,Busin,podstawowe
822796,MAJKA,VORONKA,K,ogr,VOLOBUIEVA,HALINA,JEREMIASZ,3534.6.10,Sądowel,Kopana,Kopana,wyższe
554772,IZABELLA,BOBBIO,K,ogr,CIBORSKA,LARYSA,LEOPOLD,3510.11.4,Selwanówka,Selwanówka,Selwanówka,podstawowe
270986,ANIKA,PLATOWSKA,K,ogr,FIENKO,VIVIANA,JÓZEF,3526.5.10,Strzelki,Strzelki,Strzelki,wyższe
785981,ANTONIA,BADOWER,K,ogr,BEBAK-SZCZUCKA,LILLA,BRAYAN,3531.12.16,Bochówko,Bochówko,Bochówko,wyższe
613947,IRENEUSZ,BUJGIŁŁO,M,ogr,PLAZZER,BRYGIDA,KORNEL,3536.10.23,Krzywonoś,Krzywonoś,Krzywonoś,średnie
122846,EWELINA,OZARZEWSKA,K,ogr,TITEL,GABRIELA,BRAYAN,3501.10.21,Rydzewo,Dąbrówka Słupska,Dąbrówka Słupska,podstawowe
262103,MILENA,KROCH,K,ogr,BĄK-MAKOWSKA,NELA,BOGDAN,3538.10.5,Gielniów,Gielniów,Gielniów,średnie
631842,JADWIGA,STRUJ,K,ogr,WOŁOWNIK,ANITA,MIROSŁAW,3537.7.1,Siennica-Gizy,Siennica-Gizy,Siennica-Gizy,nadludzkie
432012,MARCELINA,MOHAMED HASSAN MOBARAK,K,ogr,ŁOWCZYCKA,IWONA,BORYS,3520.8.10,Kresy,Kresy,Kresy,wyższe
390726,DANIELA,PLUTO-PRONDZINSKA,K,wiedźma,ORDZIK,EMILY,MIESZKO,3517.1.9,Rogierówko,Rogierówko,Rogierówko,wyższe
475332,JAN,ISALOV,M,ogr,ŚCIŁBA,PATRYCJA,MAKSYMILIAN,3518.7.11,Bunar,Kazin,Kazin,wyższe
746064,LILIANA,URBANELIS,K,ogr,MĄKOLSKA,EMILIA,KOSMA,3544.7.28,Gołaczów,Gołaczów,Gołaczów,wyższe
288642,GABRIEL,GIANFRATE,M,ogr,BRUNKAŁ,NICOL,TEODOR,3506.3.16,Sadowiec-Pustki,Sadowiec-Pustki,Sadowiec-Pustki,średnie
397393,RADOSŁAW,KICOFER,M,ogr,DAŁOMIS,ESTERA,IWO,3540.2.8,Bruchwałd,Solec,Staw,średnie
683256,ALEXANDRA,SOBAIŃSKA,K,ogr,REJ,MARCJANNA,DAMIAN,3517.9.22,Gurcz,Gurcz,Gurcz,podstawowe
232208,IVO,MACHTURA,M,ogr,MEDEROWSKA,MARIKA,KASJAN,3545.11.7,Szlifiernia,Kolonia Przywitowska,Kolonia Przywitowska,brak
614858,VINCENT,SZKUDLARA,M,gnom,WAGUCA-JĄCZEK,CELINA,KORNEL,3534.4.30,Dybawka Dolna,Dybawka Dolna,Dybawka Dolna,podstawowe
762611,LARA,GUMÓŁA,K,ogr,WOJSZEL,AMANDA,KLAUDIUSZ,3508.1.12,Helenów,Nowa Wieś,Nowa Wieś,średnie
309354,FELICJA,CZORAJ,K,krasnal,SWIĘTASZCZYK,OLGA,IGNACY,3529.4.14,Proszowiec,Proszowiec,Proszowiec,podstawowe
764161,JEREMIASZ,ROGÓŹ,M,ogr,STUBBINGTON,TOLA,NATAN,3521.4.9,Kawęczyn,Palestyna,Palestyna,średnie
539006,ROMAN,GMITRZUK,M,ogr,GARNIEWSKA,KRYSTYNA,ALEKS,3517.5.14,Gotowizna,Gotowizna,Gotowizna,wyższe
170499,HUBERT,HRYCYK,M,ogr,OHNUT,HANA,ANDRZEJ,3511.3.22,Ryplówka,Ryplówka,Ryplówka,średnie
368306,MARIA,WIZBORUS,K,ogr,ARCINIEGA,KSENIA,BOLESŁAW,3518.10.24,Wólka Zatorska-Gajówka,Wólka Zatorska-Gajówka,Wólka Zatorska-Gajówka,średnie
406609,AGATA,DEMKE,K,ogr,KUREKOVÁ,ŻANETA,KEVIN,3527.1.3,Olender,Olender,Olender,brak
255885,FRANCISZKA,KOWALSKA-RÓG,K,ogr,SMALCHUK,ANETA,BRAJAN,3547.8.28,Dziadówki,Buciory,Buciory,podstawowe
581402,EMIL,OSETOWSKI,M,ogr,DROBJEWSKA,KONSTANCJA,BENJAMIN,3514.7.20,Sularzówka,Sularzówka,Sularzówka,wyższe
561292,MIŁOSZ,MYSHKOVETS,M,ogr,WIRSZAŁOWSKA,MALINA,GABRIEL,3510.3.17,Marianki,Chełchy,Mstyczów,brak
840374,MARTA,NIEDBAŁOWSKA,K,ogr,KOWALSKA-LIS,OLIWIA,RADOSŁAW,3542.4.6,Jabłonowo,Jabłonowo,Jabłonowo,nadludzkie
213634,JUDYTA,NIETSZ,K,goblin,LAABIDI,LENA,KASPIAN,3531.8.6,Orzechówek,Helenów,Helenów,brak
412417,KSAWERY,GABRJANCZYK,M,ogr,BORTYŃSKA,NOEMI,KSAWIER,3520.4.7,Ulanów,Ulanów,Ulanów,podstawowe
672687,SELENA,HAWRYLECKA,K,ogr,OBORNA,OKSANA,JONATAN,3534.7.1,Sopoty,Sopoty,Sopoty,nadludzkie
203965,DANUTA,MICHALSKA-KACZMAREK,K,człowiek,BORODZIUK-STOPCZYŃSKA,NOEMI,MAREK,3502.8.19,Halinówka,Kępa,Kępa,brak
272551,HALINA,FASSL,K,człowiek,RAZMINOWICZ,DANIELA,KORDIAN,3510.5.16,Zastocze,Zastocze,Zastocze,podstawowe
151169,GAJA,ŁUKSZTO,K,ogr,KAŹMIERCZAK-PIASECKA,SANDRA,OSKAR,3540.6.18,Gorzuchy,Gorzuchy,Gorzuchy,średnie
566239,ANIELA,DE PARIS,K,krasnal,DYRAŁA,FAUSTYNA,REMIGIUSZ,3530.4.26,Śródmieście,Śródmieście,Śródmieście,brak
246584,TATIANA,PAGÓRSKA,K,goblin,KORYBKO,SOFIA,FILIP,3550.5.28,Zatyki,Kątek,Kątek,średnie
980970,ANGELIKA,MACIAŃSKA,K,ogr,ZAKHVATOVICH,OKTAWIA,RYAN,3527.7.26,Kolonia Nasutów,Kolonia Nasutów,Kolonia Nasutów,wyższe
863062,ANETA,SKAWIŃSKI,K,ogr,WILERT,JUDYTA,TEOFIL,3550.2.6,Podlas,Podlas,Podlas,średnie
634703,JANUSZ,JENSSVEEN,M,ogr,KLAFKA,DOBRAWA,KLAUDIUSZ,3543.3.5,Huby pod Lasem,Huby pod Lasem,Huby pod Lasem,podstawowe
947996,WINCENTY,ARCEWICZ,M,ogr,SZERENKOWSKA,HONORATA,DAWID,3530.2.21,Maliniec,Kępa,Zarębki,wyższe
364588,JADWIGA,SZPIKOSKA,K,ogr,BĄCZEK-KARPIŃSKA,DOBRAWA,BENEDYKT,3524.9.20,Cegielnia,Pietrele,Bociany,średnie
965234,ŁUKASZ,BADZIMIEROWSKI,M,wiedźma,SZEJNOCH,AMANDA,PHILIP,3526.8.17,Ulesie,Ulesie,Ulesie,wyższe
